327,Patric,Patric,D,Dd;Dc;E,4,4,4,4,Lazio,0,0,destro,Spagna,17/04/1993 00:00:00,https://content.fantacalcio.it/web/campioncini/card/NO-CAMPIONCINO.jpg,0,6.5,6.5
329,Radu,Radu Stefan,D,Ds;Dc,8,8,9,9,Lazio,0,0,sinistro,Romania,22/10/1986 00:00:00,https://content.fantacalcio.it/web/campioncini/card/RADU.jpg,0,6.0,6.0
332,Candreva,Candreva Antonio,C,E;W,7,7,7,7,Sampdoria,0,0,destro,Italia,28/02/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card/CANDREVA.jpg,0,7.0,8.0
333,Cataldi,Cataldi Danilo,C,M;C,5,5,5,5,Lazio,0,0,destro,Italia,06/08/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/card/CATALDI.jpg,0,0.0,0.0
338,Lulic,Lulic Senad,C,E;C,8,8,8,8,Lazio,0,0,destro,Bosnia Erzegovina;Svizzera,18/01/1986 00:00:00,https://content.fantacalcio.it/web/campioncini/card/LULIC.jpg,0,0.0,0.0
342,Parolo,Parolo Marco,C,M;C,5,5,5,5,Lazio,0,0,ambidestro,Italia,25/01/1985 00:00:00,https://content.fantacalcio.it/web/campioncini/card/PAROLO.jpg,0,0.0,0.0
350,Donnarumma G.,Donnarumma Gianluigi,P,Por,16,16,16,16,Milan,0,0,destro,Italia,25/02/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card/DONNARUMMA-G.jpg,0,6.25,6.25
357,Calabria,Calabria Davide,D,Dd;Ds;E,5,6,5,6,Milan,0,0,destro,Italia,06/12/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card/CALABRIA.jpg,0,6.75,6.75
358,De Sciglio,De Sciglio Mattia,D,Dd;Ds;E,5,5,5,5,Juventus,0,0,destro,Italia,20/10/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card/DE-SCIGLIO.jpg,0,6.0,6.0
365,Zapata C.,Zapata Cristian,D,Dc,5,5,5,5,Genoa,0,0,destro,Colombia,30/09/1986 00:00:00,https://content.fantacalcio.it/web/campioncini/card/ZAPATA-C.jpg,0,5.5,5.5
367,Bonaventura,Bonaventura Giacomo,C,C;W;T,14,14,16,16,Fiorentina,0,0,destro,Italia,22/08/1989 00:00:00,https://content.fantacalcio.it/web/campioncini/card/BONAVENTURA.jpg,0,6.25,6.75
